18,6,3
18,7,2
18,8,4
18,9,1
18,10,1
18,11,2
18,12,3
18,13,2
18,14,2
18,15,1
18,16,
18,17,3
18,18,3
18,19,
18,20,2
19,1,3
19,2,4
19,3,2
19,4,4
19,5,3
19,6,3
19,7,2
19,8,
19,9,3
19,10,1
19,11,
19,12,4
19,13,5
19,14,3
19,15,5
19,16,4
19,17,4
19,18,3
19,19,2
19,20,1
20,1,1
20,2,
20,3,1
20,4,
20,5,
20,6,3
20,7,3
20,8,4
20,9,5
20,10,3
20,11,1
20,12,3
20,13,2
20,14,3
20,15,
20,16,3
20,17,5
20,18,5
20,19,2
20,20,
21,1,1
21,2,1
21,3,4
21,4,3
21,5,2
21,6,1
21,7,
21,8,5
21,9,2
21,10,1
21,11,3
21,12,
21,13,4
21,14,3
21,15,1
21,16,
21,17,5
21,18,3
21,19,
21,20,3
22,1,3
22,2,2
22,3,5
22,4,4
22,5,
22,6,5
22,7,4
22,8,4
22,9,3
22,10,2
22,11,5
22,12,4
22,13,
22,14,1
22,15,3
22,16,2
22,17,4
22,18,4
22,19,5
22,20,4
23,1,3
23,2,1
23,3,3
23,4,4
23,5,2
23,6,1
23,7,3
23,8,4
23,9,
23,10,2
23,11,3
23,12,2
23,13,3
23,14,
23,15,4
23,16,3
23,17,4
23,18,4
23,19,3
23,20,2
24,1,2
24,2,
24,3,4
24,4,
24,5,1
24,6,4
24,7,2
24,8,5
24,9,5
24,10,1
24,11,2
24,12,3
24,13,3
24,14,
24,15,
24,16,3
24,17,5
24,18,3
24,19,2
24,20,3
25,1,
25,2,
25,3,5
25,4,4
25,5,3
25,6,1
25,7,5
25,8,3
25,9,1
25,10,1
25,11,2
25,12,2
25,13,2
25,14,2
25,15,
25,16,
25,17,4
25,18,2
25,19,1
25,20,1
26,1,3
26,2,
26,3,4
26,4,4
26,5,3
26,6,5
26,7,2
26,8,4
26,9,1
26,10,4
26,11,5
26,12,5
26,13,1
26,14,1
26,15,5
26,16,
26,17,
26,18,3
26,19,4
26,20,5
27,1,1
27,2,3
27,3,5
27,4,4
27,5,2
27,6,4
27,7,1
27,8,2
27,9,1
27,10,3
27,11,5
27,12,4
27,13,5
27,14,
27,15,2
27,16,1
27,17,1
27,18,
27,19,1
27,20,
28,1,3
28,2,1
28,3,5
28,4,5
28,5,1
28,6,5
28,7,2
28,8,5
28,9,1
28,10,
28,11,4
28,12,5
28,13,1
28,14,3
28,15,1
28,16,2
28,17,5
28,18,5
28,19,5
28,20,4
29,1,1
29,2,2
29,3,2
29,4,5
29,5,
29,6,
29,7,4
29,8,2
29,9,3
29,10,1
29,11,
29,12,2
29,13,1
29,14,3
29,15,2
29,16,2
29,17,
29,18,5
29,19,2
29,20,3
30,1,1
30,2,
30,3,5
30,4,5
30,5,1
30,6,4
30,7,1
30,8,4
30,9,1
30,10,2
30,11,4
30,12,3
30,13,1
30,14,2
30,15,1
30,16,5
30,17,1
30,18,5
30,19,1
30,20,1
31,1,
31,2,2
31,3,
31,4,2
31,5,
31,6,4
31,7,4
31,8,
31,9,5
31,10,2
31,11,2
31,12,2
31,13,3
31,14,1
31,15,1
31,16,5
31,17,3
31,18,
31,19,1
31,20,1
32,1,
32,2,3
32,3,4
32,4,1
32,5,2
32,6,1
32,7,1
32,8,4
32,9,3
32,10,5
32,11,4
32,12,4
32,13,
32,14,3
32,15,1
32,16,1
32,17,
32,18,
32,19,1
32,20,1
33,1,2
33,2,2
33,3,4
33,4,2
33,5,1
33,6,
33,7,1
33,8,5
33,9,3
33,10,5
33,11,5
33,12,1
33,13,2
33,14,
33,15,4
33,16,1
33,17,2
33,18,3
33,19,
33,20,
34,1,1
34,2,5
34,3,5
34,4,4
34,5,1
34,6,4
34,7,5
34,8,5
34,9,1
34,10,2
34,11,1
34,12,5
34,13,
34,14,
34,15,5
34,16,4
34,17,2
34,18,4
34,19,2
34,20,
35,1,2
35,2,3
35,3,4
35,4,2
35,5,1
35,6,2
35,7,2
35,8,4
35,9,1
35,10,1
35,11,
35,12,
35,13,1
35,14,3
35,15,1
35,16,2
35,17,
35,18,3
35,19,3
35,20,2
36,1,3
36,2,4
36,3,4
36,4,5
36,5,1
36,6,
36,7,1
36,8,1
36,9,3
36,10,4
36,11,
36,12,4
36,13,1
36,14,2
36,15,5
36,16,3
36,17,1
36,18,
36,19,3
36,20,2
37,1,1
37,2,3
37,3,4
37,4,4
37,5,1
37,6,
37,7,5
37,8,5
37,9,4
37,10,1
37,11,5
37,12,1
37,13,1
37,14,
37,15,4
37,16,5
37,17,4
37,18,4
37,19,3
37,20,
38,1,2
38,2,3
38,3,4
38,4,1
38,5,3
38,6,3
38,7,1
38,8,3
38,9,5
38,10,3
38,11,5
38,12,
38,13,5
38,14,1
38,15,2
38,16,4
38,17,5
38,18,
38,19,
38,20,1
39,1,2
39,2,
39,3,2
39,4,3
39,5,
39,6,4
39,7,1
39,8,4
39,9,1
39,10,1
39,11,2
39,12,4
39,13,3
39,14,3
39,15,1
39,16,4
39,17,4
39,18,5
39,19,5
39,20,2
40,1,
40,2,5
40,3,4
40,4,5
40,5,
40,6,5
40,7,4
40,8,5
40,9,5
40,10,5
40,11,3
40,12,5
40,13,3
40,14,3
40,15,4
40,16,5
40,17,5
40,18,4
40,19,3
40,20,2
41,1,
41,2,
41,3,5
41,4,2
41,5,2
41,6,3
41,7,
41,8,3
41,9,2
41,10,3
41,11,2
41,12,3
41,13,4
41,14,3
41,15,2
41,16,1
41,17,
41,18,3
41,19,3
41,20,2
42,1,3
42,2,5
42,3,4
42,4,5
42,5,2
42,6,4
42,7,5
42,8,5
42,9,
42,10,5
42,11,5
42,12,4
42,13,3
42,14,
42,15,3
42,16,1
42,17,4
42,18,5
42,19,1
42,20,3
43,1,1
43,2,3
43,3,
43,4,5
43,5,1
43,6,3
43,7,2
43,8,5
43,9,2
43,10,
43,11,5
43,12,1
43,13,3
43,14,1
43,15,1
43,16,4
43,17,2
43,18,4
43,19,3
43,20,3
44,1,2
44,2,
44,3,5
44,4,5
44,5,2
44,6,4
44,7,2
44,8,2
44,9,2
44,10,
44,11,3
44,12,1
44,13,3
44,14,
44,15,3
44,16,
44,17,5
44,18,3
44,19,
44,20,3
45,1,2
45,2,3
45,3,3
45,4,5
45,5,3
45,6,3
45,7,
45,8,5
45,9,
45,10,1
45,11,1
45,12,1
45,13,
45,14,2
45,15,3
45,16,1
45,17,3
45,18,4
45,19,1
45,20,
46,1,1
46,2,3
46,3,4
46,4,1
46,5,
46,6,1
46,7,3
46,8,
46,9,1
46,10,2
46,11,2
46,12,2
46,13,3
46,14,1
46,15,2
46,16,2
46,17,1
46,18,1
46,19,3
46,20,
47,1,3
47,2,3
47,3,4
47,4,4
47,5,
47,6,5
47,7,1
47,8,5
47,9,1
47,10,
47,11,
47,12,4
47,13,1
47,14,1
47,15,3
47,16,3
47,17,3
47,18,5
47,19,
47,20,2
48,1,
48,2,3
48,3,1
48,4,5
48,5,2
48,6,3
48,7,1
48,8,5
48,9,
48,10,3
48,11,
48,12,
48,13,3
48,14,3
48,15,2
48,16,1
48,17,4
48,18,1
48,19,1
48,20,1
49,1,3
49,2,2
49,3,
49,4,4
49,5,
49,6,5
49,7,3
49,8,2
49,9,
49,10,
49,11,1
49,12,4
49,13,
49,14,1
49,15,1
49,16,2
49,17,1
49,18,
49,19,
49,20,2
50,1,1
50,2,5
50,3,
50,4,
50,5,2
50,6,5
50,7,5
50,8,4
50,9,5
50,10,4
50,11,4
50,12,4
50,13,
50,14,2
50,15,
50,16,3
50,17,4
50,18,5
50,19,1
50,20,1
51,1,3
51,2,1
51,3,1
51,4,3
51,5,3
51,6,2
51,7,1
51,8,3
51,9,1
51,10,
51,11,
51,12,
51,13,4
51,14,3
51,15,2
51,16,2
51,17,3
51,18,
51,19,3
51,20,
52,1,3
52,2,1
52,3,2
52,4,5
52,5,3
52,6,2
52,7,5
52,8,5
52,9,3
52,10,4
52,11,5
52,12,4
52,13,3
52,14,
52,15,5
52,16,
52,17,5
52,18,4
52,19,3
52,20,4
53,1,3
53,2,3
53,3,5
53,4,4
53,5,
53,6,4
53,7,5
53,8,5
53,9,5
53,10,2
53,11,3
53,12,
53,13,1
53,14,
53,15,2
53,16,5
53,17,5
53,18,3
53,19,4
53,20,1
54,1,3
54,2,1
54,3,4
54,4,2
54,5,2
54,6,2
54,7,3
54,8,5
54,9,3
54,10,1
54,11,3
54,12,3
54,13,5
54,14,3
54,15,
54,16,2
54,17,3
54,18,1
54,19,1
54,20,3
55,1,2
55,2,5
55,3,4
55,4,5
55,5,
55,6,4
55,7,1
55,8,2
55,9,4
55,10,3
55,11,4
55,12,
55,13,
55,14,1
55,15,2
55,16,4
55,17,3
55,18,1
55,19,3
55,20,2
56,1,2
56,2,
56,3,4
56,4,5
56,5,2
56,6,5
56,7,3
56,8,5
56,9,5
56,10,
56,11,4
56,12,3
56,13,
56,14,2
56,15,
56,16,3
56,17,2
56,18,1
56,19,4
56,20,2
57,1,1
57,2,4
57,3,5
57,4,5
57,5,2
57,6,4
57,7,3
57,8,3
57,9,2
57,10,4
57,11,1
57,12,5
57,13,1
57,14,
57,15,4
57,16,1
57,17,
57,18,
57,19,4
57,20,1
58,1,3
58,2,
58,3,5
58,4,2
58,5,3
58,6,2
58,7,
58,8,2
58,9,3
58,10,3
58,11,3
58,12,
58,13,3
58,14,3
58,15,4
58,16,1
58,17,4
58,18,1
58,19,1
58,20,1
59,1,
59,2,1
59,3,4
59,4,5
59,5,2
59,6,1
59,7,4
59,8,4
59,9,1
59,10,4
59,11,2
59,12,2
59,13,
59,14,4
59,15,5
59,16,2
59,17,2
59,18,
59,19,2
59,20,
60,1,1
60,2,4
60,3,4
60,4,4
60,5,1
60,6,1
60,7,3
60,8,4
60,9,2
60,10,
60,11,4
60,12,
60,13,5
60,14,
60,15,1
60,16,3
60,17,2
60,18,1
60,19,1
60,20,3
61,1,2
61,2,2
61,3,5
61,4,3
61,5,2
61,6,1
61,7,
61,8,4
61,9,1
61,10,2
61,11,
61,12,5
61,13,2
61,14,2
61,15,5
61,16,2
61,17,2
61,18,2
61,19,3
61,20,
62,1,
62,2,
62,3,
62,4,5
62,5,3
62,6,3
62,7,2
62,8,4
62,9,4
62,10,2
62,11,5
62,12,
62,13,1
62,14,3
62,15,2
62,16,2
62,17,
62,18,
62,19,3
62,20,
63,1,2
63,2,2
63,3,3
63,4,
63,5,1
63,6,4
63,7,
63,8,
63,9,
63,10,
63,11,3
63,12,4
63,13,2
63,14,
63,15,5
63,16,2
63,17,
63,18,5
63,19,
63,20,3
64,1,3
64,2,2
64,3,4
64,4,4
64,5,2
64,6,2
64,7,2
64,8,
64,9,5
64,10,5
64,11,2
64,12,4
64,13,1
64,14,2
64,15,1
64,16,1
64,17,5
64,18,3
64,19,1
64,20,1
65,1,1
65,2,2
65,3,5
65,4,4
65,5,3
65,6,2
65,7,4
65,8,4
65,9,3
65,10,
65,11,1
65,12,1
65,13,4
65,14,
65,15,1
65,16,4
65,17,1
65,18,4
65,19,2
65,20,2
66,1,1
66,2,1
66,3,4
66,4,4
66,5,1
66,6,4
66,7,1
66,8,1
66,9,
66,10,4
66,11,4
66,12,4
66,13,1
66,14,
66,15,3
66,16,4
66,17,4
66,18,
66,19,3
66,20,5
67,1,1
67,2,5
67,3,4
67,4,5
67,5,2
67,6,5
67,7,
67,8,5
67,9,2
67,10,2
67,11,1
67,12,4
67,13,3
67,14,1
67,15,3
67,16,4
67,17,4
67,18,4
67,19,4
67,20,1
68,1,1
68,2,5
68,3,5
68,4,4
68,5,
68,6,5
68,7,1
68,8,5
68,9,4
68,10,3
68,11,5
68,12,1
68,13,3
68,14,2
68,15,3
68,16,3
68,17,3
68,18,
68,19,2
68,20,1
69,1,3
69,2,2
69,3,5
69,4,4
69,5,3
69,6,4
69,7,5
69,8,5
69,9,4
69,10,5
69,11,3
69,12,5
69,13,3
69,14,2
69,15,4
69,16,4
69,17,4
69,18,4
69,19,
69,20,
70,1,
70,2,2
70,3,5
70,4,5
70,5,
70,6,4
70,7,2
70,8,4
70,9,
70,10,3
70,11,1
70,12,5
70,13,2
70,14,1
70,15,1
70,16,2
70,17,4
70,18,
70,19,1
70,20,
71,1,2
71,2,3
71,3,5
71,4,4
71,5,1
71,6,1
71,7,4
71,8,5
71,9,2
71,10,1
71,11,2
71,12,1
71,13,3
71,14,2
71,15,2
71,16,3
71,17,
71,18,1
71,19,
71,20,
72,1,1
72,2,
72,3,4
72,4,4
72,5,2
72,6,1
72,7,3
72,8,4
72,9,
72,10,2
72,11,
72,12,3
72,13,2
72,14,3
72,15,5
72,16,4
72,17,1
72,18,2
72,19,
72,20,3
73,1,2
73,2,
73,3,5
73,4,3
73,5,3
73,6,5
73,7,2
73,8,5
73,9,
73,10,1
73,11,4
73,12,5
73,13,2
73,14,3
73,15,2
73,16,
73,17,4
73,18,4
73,19,
73,20,
74,1,3
74,2,1
74,3,5
74,4,4
74,5,3
74,6,1
74,7,1
74,8,5
74,9,5
74,10,4
74,11,5
74,12,3
74,13,
74,14,3
74,15,3
74,16,4
74,17,4
74,18,5
74,19,1
74,20,3
75,1,1
75,2,2
75,3,5
75,4,5
75,5,3
75,6,4
75,7,1
75,8,4
75,9,
75,10,1
75,11,5
75,12,5
75,13,2
75,14,2
75,15,4
75,16,3
75,17,4
75,18,5
75,19,4
75,20,5
76,1,2
76,2,1
76,3,5
76,4,1
76,5,
76,6,1
76,7,1
76,8,5
76,9,4
76,10,2
76,11,4
76,12,3
76,13,1
76,14,
76,15,4
76,16,2
76,17,4
76,18,1
76,19,
76,20,1
77,1,3
77,2,3
77,3,1
77,4,1
77,5,
77,6,5
77,7,1
77,8,2
77,9,3
77,10,2
77,11,3
77,12,2
77,13,4
77,14,2
77,15,1
77,16,2
77,17,
77,18,3
77,19,1
77,20,3
78,1,2
78,2,3
78,3,1
78,4,3
78,5,3
78,6,5
78,7,3
78,8,3
78,9,4
78,10,2
78,11,4
78,12,1
78,13,1
78,14,2
78,15,5
78,16,4
78,17,4
78,18,2
78,19,3
78,20,1
79,1,1
79,2,
79,3,5
79,4,5
79,5,
79,6,4
79,7,1
79,8,5
79,9,2
79,10,2
79,11,4
79,12,4
79,13,1
79,14,3
79,15,4
79,16,5
79,17,5
79,18,4
79,19,1
79,20,2
80,1,1
80,2,1
80,3,5
80,4,1
80,5,
80,6,3
80,7,
80,8,5
80,9,2
80,10,2
80,11,4
80,12,4
80,13,3
80,14,
80,15,2
80,16,
80,17,3
80,18,
80,19,1
80,20,2
81,1,2
81,2,3
81,3,1
81,4,5
81,5,1
81,6,1
81,7,
81,8,2
81,9,2
81,10,
81,11,3
81,12,4
81,13,1
81,14,
81,15,3
81,16,
81,17,
81,18,2
81,19,2
81,20,
82,1,3
82,2,
82,3,3
82,4,1
82,5,1
82,6,1
82,7,
82,8,
82,9,3
82,10,2
82,11,2
82,12,1
82,13,5
82,14,1
82,15,3
82,16,
82,17,1
82,18,3
82,19,1
82,20,1
83,1,2
83,2,2
83,3,5
83,4,5
83,5,2
83,6,1
83,7,
83,8,4
83,9,
83,10,5
83,11,
83,12,1
83,13,
83,14,2
83,15,2
83,16,4
83,17,5
83,18,5
83,19,4
83,20,3
84,1,3
84,2,3
84,3,1
84,4,1
84,5,2
84,6,2
84,7,3
84,8,1
84,9,3
84,10,3
84,11,1
84,12,
84,13,3
84,14,
84,15,
84,16,3
84,17,1
84,18,1
84,19,
84,20,1
85,1,1
85,2,5
85,3,5
85,4,4
85,5,2
85,6,4
85,7,2
85,8,4
85,9,2
85,10,2
85,11,4
85,12,
85,13,4
85,14,3
85,15,1
85,16,4
85,17,4
85,18,5
85,19,5
85,20,
86,1,1
86,2,
86,3,5
86,4,2
86,5,
86,6,4
86,7,1
86,8,3
86,9,3
86,10,3
86,11,2
86,12,3
86,13,1
86,14,1
86,15,2
86,16,1
86,17,3
86,18,4
86,19,5
86,20,
87,1,1
87,2,1
87,3,5
87,4,3
87,5,2
87,6,5
87,7,3
87,8,4
87,9,5
87,10,4
87,11,5
87,12,4
87,13,3
87,14,2
87,15,1
87,16,3
87,17,4
87,18,1
87,19,4
87,20,3
88,1,3
88,2,4
88,3,2
88,4,4
88,5,1
88,6,4
88,7,3
88,8,5
88,9,4
88,10,4
88,11,4
88,12,5
88,13,1
88,14,1
88,15,5
88,16,2
88,17,5
88,18,5
88,19,5
88,20,3
89,1,
89,2,1
89,3,5
89,4,4
89,5,3
89,6,
89,7,5
89,8,5
89,9,5
89,10,5
89,11,2
89,12,
89,13,
89,14,3
89,15,3
89,16,3
89,17,4
89,18,3
89,19,3
89,20,2
90,1,1
90,2,2
90,3,3
90,4,3
90,5,2
90,6,5
90,7,4
90,8,4
90,9,2
90,10,4
90,11,4
90,12,
90,13,2
90,14,2
90,15,
90,16,1
90,17,
90,18,1
90,19,
90,20,1
91,1,1
91,2,
91,3,4
91,4,5
91,5,3
91,6,4
91,7,2
91,8,5
91,9,1
91,10,5
91,11,4
91,12,4
91,13,
91,14,3
91,15,4
91,16,4
91,17,5
91,18,2
91,19,5
91,20,4
92,1,1
92,2,3
92,3,4
92,4,4
92,5,1
92,6,2
92,7,2
92,8,2
92,9,5
92,10,2
92,11,3
92,12,1
92,13,4
92,14,2
92,15,5
92,16,4
92,17,1
92,18,
92,19,3
92,20,
93,1,3
93,2,
93,3,4
93,4,4
93,5,3
93,6,5
93,7,
93,8,4
93,9,5
93,10,2
93,11,2
93,12,5
93,13,4
93,14,2
93,15,
93,16,5
93,17,4
93,18,5
93,19,
93,20,1
94,1,3
94,2,5
94,3,4
94,4,5
94,5,2
94,6,4
94,7,2
94,8,5
94,9,2
94,10,3
94,11,
94,12,4
94,13,2
94,14,1
94,15,3
94,16,5
94,17,5
94,18,1
94,19,
94,20,3
95,1,1
95,2,1
95,3,4
95,4,
95,5,1
95,6,3
95,7,
95,8,1
95,9,5
95,10,2
95,11,2
95,12,5
95,13,
95,14,2
95,15,
95,16,3
95,17,2
95,18,4
95,19,3
95,20,3
96,1,
96,2,
96,3,4
96,4,4
96,5,
96,6,5
96,7,
96,8,4
96,9,3
96,10,5
96,11,5
96,12,5
96,13,3
96,14,
96,15,5
96,16,2
96,17,4
96,18,
96,19,1
96,20,1
97,1,3
97,2,1
97,3,5
97,4,
97,5,1
97,6,1
97,7,5
97,8,5
97,9,3
97,10,4
97,11,4
97,12,
97,13,
97,14,
97,15,4
97,16,5
97,17,1
97,18,4
97,19,3
97,20,3
98,1,
98,2,1
98,3,5
98,4,5
98,5,3
98,6,5
98,7,
98,8,4
98,9,
98,10,3
98,11,4
98,12,5
98,13,2
98,14,1
98,15,
98,16,2
98,17,
98,18,
98,19,3
98,20,2
99,1,2
99,2,3
99,3,3
99,4,5
99,5,3
99,6,1
99,7,1
99,8,5
99,9,5
99,10,5
99,11,4
99,12,2
99,13,5
99,14,1
99,15,2
99,16,3
99,17,4
99,18,
99,19,1
99,20,
100,1,
100,2,1
100,3,5
100,4,2
100,5,1
100,6,4
100,7,
100,8,4
100,9,1
100,10,1
100,11,5
100,12,
100,13,1
100,14,2
100,15,1
100,16,1
100,17,3
100,18,3
100,19,2
100,20,3
101,1,2
101,2,
101,3,1
101,4,2
101,5,2
101,6,4
101,7,3
101,8,3
101,9,1
101,10,
101,11,1
101,12,1
101,13,
101,14,1
101,15,4
101,16,3
101,17,2
101,18,3
101,19,
101,20,
102,1,1
102,2,
102,3,1
102,4,4
102,5,
102,6,2
102,7,3
102,8,
102,9,
102,10,
102,11,3
102,12,2
102,13,3
102,14,3
102,15,3
102,16,3
102,17,
102,18,2
102,19,1
102,20,3
103,1,3
103,2,1
103,3,4
103,4,5
103,5,1
103,6,3
103,7,1
103,8,4
103,9,5
103,10,1
103,11,1
103,12,4
103,13,
103,14,3
103,15,3
103,16,2
103,17,5
103,18,1
103,19,
103,20,
104,1,
104,2,3
104,3,4
104,4,5
104,5,
104,6,4
104,7,
104,8,5
104,9,2
104,10,3
104,11,
104,12,4
104,13,
104,14,
104,15,4
104,16,5
104,17,2
104,18,
104,19,1
104,20,
105,1,2
105,2,
105,3,4
105,4,5
105,5,3
105,6,4
105,7,2
105,8,
105,9,
105,10,2
105,11,3
105,12,1
105,13,2
105,14,1
105,15,4
105,16,3
105,17,4
105,18,2
105,19,5
105,20,1
106,1,
106,2,3
106,3,5
106,4,4
106,5,
106,6,4
106,7,1
106,8,4
106,9,1
106,10,1
106,11,1
106,12,3
106,13,1
106,14,2
106,15,1
106,16,5
106,17,2
106,18,4
106,19,1
106,20,3
107,1,2
107,2,
107,3,5
107,4,5
107,5,3
107,6,5
107,7,
107,8,5
107,9,2
107,10,4
107,11,4
107,12,4
107,13,4
107,14,2
107,15,3
107,16,4
107,17,4
107,18,
107,19,2
107,20,1
108,1,2
108,2,1
108,3,5
108,4,4
108,5,2
108,6,5
108,7,3
108,8,4
108,9,2
108,10,3
108,11,1
108,12,
108,13,3
108,14,1
108,15,
108,16,1
108,17,1
108,18,1
108,19,2
108,20,3
109,1,3
109,2,4
109,3,5
109,4,5
109,5,2
109,6,4
109,7,2
109,8,1
109,9,2
109,10,
109,11,2
109,12,1
109,13,1
109,14,
109,15,5
109,16,3
109,17,2
109,18,
109,19,4
109,20,
110,1,3
110,2,3
110,3,5
110,4,5
110,5,1
110,6,4
110,7,
110,8,5
110,9,4
110,10,5
110,11,4
110,12,4
110,13,5
110,14,2
110,15,4
110,16,5
110,17,5
110,18,3
110,19,4
110,20,2
111,1,
111,2,
111,3,5
111,4,3
111,5,3
111,6,1
111,7,5
111,8,4
111,9,2
111,10,
111,11,
111,12,
111,13,3
111,14,
111,15,5
111,16,
111,17,3
111,18,5
111,19,
111,20,2
112,1,1
112,2,
112,3,4
112,4,
112,5,1
112,6,4
112,7,4
112,8,4
112,9,5
112,10,3
112,11,
112,12,1
112,13,2
112,14,1
112,15,5
112,16,
112,17,1
112,18,2
112,19,1
112,20,2
113,1,
113,2,1
113,3,5
113,4,3
113,5,2
113,6,5
113,7,1
113,8,5
113,9,3
113,10,1
113,11,2
113,12,2
113,13,3
113,14,3
113,15,
113,16,3
113,17,
113,18,2
113,19,2
113,20,2
114,1,
114,2,3
114,3,4
114,4,5
114,5,1
114,6,3
114,7,3
114,8,3
114,9,3
114,10,3
114,11,5
114,12,4
114,13,1
114,14,1
114,15,4
114,16,3
114,17,4
114,18,3
114,19,2
114,20,2
115,1,3
115,2,3
115,3,4
115,4,4
115,5,3
115,6,2
115,7,3
115,8,5
115,9,1
115,10,
115,11,1
115,12,4
115,13,1
115,14,3
115,15,3
115,16,2
115,17,4
115,18,1
115,19,3
115,20,3
116,1,
116,2,1
116,3,5
116,4,5
116,5,1
116,6,5
116,7,2
116,8,5
116,9,4
116,10,2
116,11,4
116,12,4
116,13,3
116,14,1
116,15,3
116,16,2
116,17,4
116,18,4
116,19,4
116,20,1
117,1,1
117,2,
117,3,
117,4,
117,5,
117,6,5
117,7,2
117,8,4
117,9,3
117,10,3
117,11,
117,12,3
117,13,
117,14,3
117,15,2
117,16,4
117,17,5
117,18,3
117,19,1
117,20,3
118,1,3
118,2,4
118,3,4
118,4,4
118,5,1
118,6,2
118,7,2
118,8,5
118,9,2
118,10,3
118,11,1
118,12,4
118,13,1
118,14,2
118,15,2
118,16,2
118,17,1
118,18,2
118,19,4
118,20,3
119,1,1
119,2,4
119,3,4
119,4,1
119,5,3
119,6,3
119,7,
119,8,4
119,9,3
119,10,3
119,11,
119,12,1
119,13,3
119,14,
119,15,2
119,16,5
119,17,1
119,18,
119,19,3
119,20,5
120,1,3
120,2,3
120,3,
120,4,1
120,5,1
120,6,5
120,7,3
120,8,4
120,9,3
120,10,1
120,11,4
120,12,2
120,13,3
120,14,1
120,15,1
120,16,1
